type_tache,complexite,type_livrable,niveau_expertise,temps_sans_copilot,copilot_utilise,temps_realisation_min,nb_iterations,score_pertinence,score_clarte,score_exactitude,score_exploitabilite,copilot_pertinent
Poser des questions en langage naturel,Faible,Management,Débutant,30.4,0,30.4,2,3.4,3.4,3.5,3.3,0
Résumer les insights,Moyen,Opérationnel,Expert,24.8,1,21.9,1,3.8,3.8,4.1,3.7,1
Analyser les données rapidement,Élevé,Management,Intermédiaire,48.5,0,48.5,1,4.1,3.6,3.5,3.2,0
Poser des questions en langage naturel,Élevé,Exploratoire,Expert,55.4,0,55.4,1,3.4,3.6,4.0,2.6,0
Créer des rapports automatiquement,Moyen,Management,Expert,46.9,1,45.3,3,3.0,4.0,3.2,5.0,0
Générer du DAX,Faible,Management,Débutant,48.9,1,11.0,3,2.8,3.5,3.8,2.8,0
Analyser les données rapidement,Moyen,Management,Débutant,45.2,1,17.0,3,4.7,3.7,2.7,3.4,1
Analyser les données rapidement,Faible,Management,Débutant,38.9,0,38.9,1,3.6,3.7,4.1,2.7,0
Analyser les données rapidement,Faible,Management,Intermédiaire,32.9,1,12.1,2,3.5,4.4,3.6,4.3,1
Poser des questions en langage naturel,Faible,Exploratoire,Débutant,13.8,1,13.7,2,3.4,3.1,5.0,5.0,0
Générer du DAX,Faible,Management,Expert,33.9,1,22.2,3,3.6,4.2,3.6,2.9,1
Poser des questions en langage naturel,Faible,Opérationnel,Expert,16.9,1,18.8,1,4.1,3.9,4.1,4.3,0
Générer du DAX,Faible,Opérationnel,Expert,51.8,0,51.8,1,3.5,3.4,3.4,4.4,0
Générer du DAX,Moyen,Management,Débutant,65.1,0,65.1,1,2.3,3.7,2.8,3.9,0
Générer du DAX,Faible,Opérationnel,Débutant,41.1,1,12.7,3,1.9,3.1,3.4,3.4,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,25.6,0,25.6,1,3.7,4.4,3.1,3.2,0
Analyser les données rapidement,Élevé,Management,Expert,56.1,0,56.1,1,3.7,4.2,3.4,3.1,0
Générer du DAX,Moyen,Management,Expert,59.3,0,59.3,1,2.8,3.4,3.0,3.1,0
Créer des rapports automatiquement,Faible,Opérationnel,Expert,26.8,1,27.4,3,3.9,4.2,4.1,4.5,0
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,35.1,1,24.3,1,4.0,4.2,4.3,3.6,1
Analyser les données rapidement,Moyen,Management,Débutant,46.1,1,20.6,2,4.3,3.6,3.2,4.4,1
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,38.0,1,29.2,1,5.0,4.1,4.2,3.8,1
Analyser les données rapidement,Élevé,Opérationnel,Intermédiaire,25.7,1,12.7,1,4.2,4.3,4.5,4.2,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,50.8,1,23.7,2,4.6,4.3,4.1,3.7,1
Résumer les insights,Élevé,Opérationnel,Intermédiaire,39.5,1,28.0,2,4.1,4.3,3.2,3.2,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,30.0,1,19.1,1,3.9,3.2,3.7,3.4,1
Résumer les insights,Élevé,Opérationnel,Expert,36.4,1,30.7,2,5.0,4.2,4.2,3.6,1
Analyser les données rapidement,Moyen,Management,Débutant,40.9,1,13.7,1,4.4,4.1,3.6,3.7,1
Générer du DAX,Élevé,Management,Débutant,77.3,1,18.0,6,3.4,2.8,2.7,3.1,0
Résumer les insights,Moyen,Management,Intermédiaire,12.3,0,12.3,1,3.8,3.5,3.4,2.9,0
Résumer les insights,Moyen,Exploratoire,Intermédiaire,13.1,1,13.0,1,4.5,3.5,4.3,3.5,0
Créer des rapports automatiquement,Moyen,Management,Débutant,36.2,0,36.2,2,4.3,3.3,3.9,3.0,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,45.4,0,45.4,1,4.1,4.4,2.4,3.4,0
Générer du DAX,Faible,Management,Intermédiaire,41.0,1,12.5,4,1.7,3.6,2.8,3.8,0
Résumer les insights,Faible,Management,Intermédiaire,23.3,0,23.3,2,3.4,2.6,2.5,3.2,0
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,31.7,1,20.2,3,2.9,4.5,3.2,4.4,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,33.5,0,33.5,1,3.0,3.7,2.6,2.8,0
Générer du DAX,Faible,Opérationnel,Débutant,72.2,1,15.4,4,3.8,3.3,3.7,2.7,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,25.0,1,18.2,3,3.6,3.1,4.0,3.8,1
Créer des rapports automatiquement,Faible,Exploratoire,Expert,21.4,1,17.9,2,3.8,3.7,4.6,4.0,1
Résumer les insights,Moyen,Opérationnel,Expert,21.6,0,21.6,1,3.7,3.7,3.3,4.3,0
Résumer les insights,Faible,Opérationnel,Intermédiaire,12.5,1,7.7,2,3.3,4.3,3.5,4.8,1
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,32.0,1,32.1,1,5.0,4.4,4.0,3.9,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,37.1,1,17.9,2,4.3,4.0,4.7,3.4,1
Résumer les insights,Moyen,Management,Intermédiaire,18.1,1,10.3,1,4.6,4.0,4.6,3.9,1
Générer du DAX,Moyen,Management,Intermédiaire,42.3,0,42.3,1,3.3,4.1,3.9,3.4,0
Analyser les données rapidement,Moyen,Exploratoire,Expert,60.6,1,47.3,2,4.5,3.8,3.8,3.8,1
Générer du DAX,Élevé,Management,Débutant,86.0,1,15.6,3,3.1,2.3,2.8,3.2,0
Poser des questions en langage naturel,Faible,Exploratoire,Expert,31.2,1,25.5,1,4.6,3.1,3.6,3.6,1
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,39.9,1,28.4,2,4.1,3.6,4.4,4.1,1
Générer du DAX,Faible,Management,Intermédiaire,66.7,0,66.7,1,3.4,3.1,3.6,3.4,0
Résumer les insights,Moyen,Opérationnel,Expert,16.1,1,12.0,2,4.1,4.2,4.9,4.9,1
Générer du DAX,Moyen,Management,Expert,32.3,1,20.2,5,2.9,4.0,2.1,3.9,0
Analyser les données rapidement,Moyen,Management,Débutant,62.9,1,23.3,2,2.8,4.8,3.8,4.6,1
Résumer les insights,Moyen,Management,Débutant,29.8,1,14.4,2,3.4,4.5,3.9,3.2,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,58.3,1,20.7,5,3.2,3.2,4.1,4.1,0
Poser des questions en langage naturel,Faible,Management,Intermédiaire,23.6,1,15.5,2,4.0,4.2,3.8,3.5,1
Créer des rapports automatiquement,Faible,Opérationnel,Débutant,27.1,1,19.6,2,3.5,3.6,4.6,4.2,1
Générer du DAX,Faible,Opérationnel,Expert,35.6,1,24.3,6,3.7,3.3,3.5,3.7,0
Analyser les données rapidement,Faible,Exploratoire,Débutant,37.4,1,12.0,1,4.2,4.3,3.7,4.3,1
Améliorer le design,Faible,Opérationnel,Intermédiaire,12.5,1,5.0,1,4.7,3.8,2.8,4.3,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,22.3,1,19.3,1,3.8,4.5,3.8,3.1,1
Générer du DAX,Faible,Exploratoire,Intermédiaire,25.7,0,25.7,1,3.3,3.3,2.6,3.2,0
Générer du DAX,Faible,Opérationnel,Débutant,50.4,0,50.4,2,3.5,3.3,4.5,3.3,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,43.1,1,20.4,1,4.2,4.8,5.0,4.4,1
Poser des questions en langage naturel,Élevé,Management,Expert,39.9,1,33.7,4,3.9,3.7,3.7,3.9,0
Poser des questions en langage naturel,Élevé,Management,Intermédiaire,43.7,0,43.7,1,3.5,3.7,3.3,3.3,0
Résumer les insights,Faible,Management,Débutant,21.7,0,21.7,1,3.7,3.0,2.7,5.0,0
Résumer les insights,Élevé,Opérationnel,Intermédiaire,41.0,1,29.0,1,3.5,3.7,2.7,3.9,0
Analyser les données rapidement,Faible,Management,Intermédiaire,27.5,1,13.2,3,4.4,4.4,4.0,4.1,1
Analyser les données rapidement,Faible,Exploratoire,Intermédiaire,32.7,0,32.7,1,4.2,3.3,3.5,4.1,0
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,43.6,1,28.9,2,4.2,3.8,4.1,4.0,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,33.2,0,33.2,2,3.3,4.6,3.8,3.9,0
Analyser les données rapidement,Élevé,Opérationnel,Intermédiaire,59.3,1,33.2,2,3.5,4.1,4.5,3.7,1
Générer du DAX,Moyen,Exploratoire,Intermédiaire,47.9,0,47.9,1,3.0,3.5,3.3,3.0,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,45.3,0,45.3,1,2.7,3.8,2.5,3.3,0
Poser des questions en langage naturel,Élevé,Management,Débutant,50.8,1,34.2,1,3.4,3.5,4.3,3.2,1
Poser des questions en langage naturel,Élevé,Opérationnel,Débutant,40.1,1,24.9,1,4.1,4.4,3.6,4.4,1
Créer des rapports automatiquement,Moyen,Management,Débutant,31.2,0,31.2,1,3.5,4.5,2.7,3.6,0
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,9.3,1,5.3,1,4.6,5.0,3.4,3.6,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,40.0,1,31.9,2,3.9,3.0,3.4,3.5,0
Générer du DAX,Faible,Exploratoire,Intermédiaire,52.0,1,20.2,4,3.2,3.6,4.3,3.8,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,36.7,1,12.9,2,4.2,4.1,3.5,4.9,1
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,27.8,1,18.1,3,4.5,4.7,3.7,5.0,1
Résumer les insights,Élevé,Opérationnel,Expert,39.4,1,34.1,2,4.2,3.4,3.9,4.2,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,25.3,0,25.3,2,3.0,2.7,1.8,3.3,0
Créer des rapports automatiquement,Faible,Management,Débutant,18.2,0,18.2,1,3.7,3.8,5.0,3.6,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,30.6,1,17.4,1,3.3,3.5,3.4,3.2,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,30.8,1,11.1,1,3.7,3.3,4.2,3.1,1
Créer des rapports automatiquement,Moyen,Management,Débutant,33.5,1,22.8,1,4.7,4.5,4.0,4.8,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,37.0,1,18.6,1,2.7,3.6,4.7,4.4,1
Poser des questions en langage naturel,Élevé,Opérationnel,Expert,45.4,1,36.2,1,4.6,3.7,3.9,4.1,1
Résumer les insights,Faible,Opérationnel,Débutant,19.9,1,11.6,5,3.9,3.8,4.0,2.5,0
Résumer les insights,Élevé,Management,Débutant,36.6,0,36.6,2,4.1,4.5,3.1,3.4,0
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,36.3,1,29.4,1,4.2,4.0,3.1,4.5,1
Poser des questions en langage naturel,Moyen,Management,Débutant,32.4,1,18.7,1,4.4,4.2,3.6,4.2,1
Générer du DAX,Élevé,Management,Débutant,76.7,0,76.7,2,4.0,3.7,2.8,3.3,0
Résumer les insights,Faible,Management,Expert,11.4,0,11.4,2,3.7,3.4,3.2,3.6,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,28.4,1,19.8,1,4.3,4.4,2.8,4.2,1
Générer du DAX,Faible,Opérationnel,Intermédiaire,37.7,1,18.0,4,3.2,3.0,2.6,3.2,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,28.8,0,28.8,1,3.4,3.5,3.3,3.4,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,36.3,1,27.7,1,4.0,3.7,3.3,3.2,1
Générer du DAX,Faible,Opérationnel,Expert,55.7,0,55.7,1,3.7,3.2,2.6,3.1,0
Générer du DAX,Faible,Management,Expert,49.3,1,37.5,5,2.8,3.3,3.5,2.2,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,34.6,1,22.3,2,4.1,4.4,4.1,3.7,1
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,30.2,0,30.2,2,3.6,3.6,2.5,3.3,0
Créer des rapports automatiquement,Moyen,Management,Intermédiaire,47.9,1,38.4,2,3.3,3.8,2.9,4.6,1
Créer des rapports automatiquement,Faible,Management,Débutant,29.4,1,20.3,1,4.3,5.0,4.2,4.3,1
Créer des rapports automatiquement,Faible,Exploratoire,Intermédiaire,31.9,1,23.5,3,3.8,3.0,3.0,4.3,1
Résumer les insights,Faible,Exploratoire,Expert,23.3,0,23.3,1,3.5,4.3,2.5,4.2,0
Analyser les données rapidement,Élevé,Management,Intermédiaire,31.6,0,31.6,2,3.0,4.3,2.2,2.6,0
Créer des rapports automatiquement,Élevé,Exploratoire,Intermédiaire,39.3,0,39.3,1,3.0,3.7,3.0,3.4,0
Générer du DAX,Moyen,Management,Expert,82.6,0,82.6,1,3.5,3.8,2.7,3.2,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,18.7,1,12.7,1,4.0,4.6,3.6,4.8,1
Générer du DAX,Moyen,Opérationnel,Débutant,69.9,1,13.3,3,3.6,3.1,3.5,3.8,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,32.8,1,22.1,2,3.8,5.0,3.8,4.7,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,34.2,1,21.2,2,4.1,4.4,2.9,3.8,1
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,64.6,1,35.9,1,4.0,4.3,3.1,4.0,1
Résumer les insights,Faible,Management,Intermédiaire,24.8,1,18.2,2,3.4,3.6,4.3,3.7,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,23.1,1,12.0,1,4.0,4.5,4.1,3.8,1
Analyser les données rapidement,Faible,Opérationnel,Expert,42.5,1,30.6,1,3.7,3.3,3.4,4.0,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,29.6,1,26.0,2,4.8,5.0,2.7,4.4,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,28.0,1,16.9,1,3.0,4.1,4.3,5.0,1
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,40.0,0,40.0,1,3.3,2.9,2.3,3.1,0
Générer du DAX,Élevé,Opérationnel,Intermédiaire,76.5,1,26.8,3,2.5,2.8,3.6,3.9,0
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,44.2,0,44.2,1,3.7,3.5,3.8,3.9,0
Poser des questions en langage naturel,Faible,Management,Débutant,30.7,1,15.5,1,4.9,3.9,2.4,3.8,1
Poser des questions en langage naturel,Élevé,Exploratoire,Expert,39.5,0,39.5,1,3.6,4.1,3.5,3.3,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,18.1,0,18.1,1,3.5,3.9,4.5,3.2,0
Résumer les insights,Élevé,Opérationnel,Débutant,30.5,1,17.5,1,3.5,4.7,3.5,3.9,1
Résumer les insights,Élevé,Opérationnel,Intermédiaire,22.4,0,22.4,1,2.1,3.6,4.1,3.3,0
Créer des rapports automatiquement,Élevé,Exploratoire,Expert,34.1,1,31.6,1,3.9,4.1,3.5,3.8,0
Générer du DAX,Moyen,Exploratoire,Débutant,64.4,0,64.4,2,3.0,4.2,3.8,4.2,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,41.8,1,20.9,1,3.8,4.5,4.5,3.0,1
Résumer les insights,Moyen,Management,Intermédiaire,25.8,0,25.8,1,4.5,3.7,3.8,3.7,0
Résumer les insights,Élevé,Opérationnel,Débutant,30.3,1,17.4,1,4.8,4.8,3.6,3.7,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,12.9,1,10.0,1,4.2,3.9,3.5,3.7,1
Générer du DAX,Moyen,Exploratoire,Débutant,45.4,1,9.0,5,3.2,2.9,3.2,3.5,0
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,19.1,1,9.6,2,4.2,4.5,3.5,4.5,1
Générer du DAX,Élevé,Management,Intermédiaire,61.3,1,22.3,4,4.2,4.1,2.5,2.8,0
Analyser les données rapidement,Élevé,Exploratoire,Intermédiaire,75.1,1,37.7,1,3.9,3.9,4.3,4.4,1
Résumer les insights,Élevé,Management,Expert,28.4,0,28.4,2,4.2,3.9,4.1,4.3,0
Créer des rapports automatiquement,Moyen,Opérationnel,Débutant,30.7,0,30.7,1,3.8,3.7,3.9,4.0,0
Poser des questions en langage naturel,Moyen,Management,Intermédiaire,31.3,0,31.3,1,4.4,3.5,3.1,3.8,0
Générer du DAX,Élevé,Management,Intermédiaire,95.7,0,95.7,2,4.1,3.4,2.5,4.4,0
Créer des rapports automatiquement,Faible,Opérationnel,Expert,28.8,1,24.0,1,4.3,4.6,4.2,4.8,1
Créer des rapports automatiquement,Élevé,Exploratoire,Débutant,53.3,1,36.7,2,4.0,3.9,4.6,3.8,1
Analyser les données rapidement,Faible,Exploratoire,Débutant,42.0,1,14.2,1,4.3,4.6,4.1,3.9,1
Résumer les insights,Moyen,Management,Débutant,22.6,1,13.3,3,4.0,3.5,3.7,3.3,1
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,33.9,1,22.5,1,4.3,3.7,4.0,3.5,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,33.6,0,33.6,1,3.6,3.7,4.0,3.7,0
Créer des rapports automatiquement,Faible,Opérationnel,Intermédiaire,30.9,0,30.9,1,3.3,3.6,3.4,3.6,0
Générer du DAX,Moyen,Opérationnel,Débutant,49.6,1,12.7,5,3.7,3.6,4.0,2.8,0
Analyser les données rapidement,Faible,Management,Débutant,34.4,1,13.3,1,4.1,3.7,5.0,4.1,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,42.0,1,21.2,1,4.3,3.8,3.8,3.4,1
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,38.5,1,26.6,3,4.2,4.9,4.0,4.8,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,22.9,1,8.3,2,2.7,3.4,3.3,3.8,0
Générer du DAX,Élevé,Exploratoire,Expert,116.2,0,116.2,1,3.6,3.3,3.9,3.6,0
Générer du DAX,Moyen,Management,Intermédiaire,68.3,1,25.4,4,2.7,3.1,1.6,3.4,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,30.4,1,20.7,1,3.6,4.6,4.1,3.8,1
Analyser les données rapidement,Moyen,Opérationnel,Débutant,49.8,0,49.8,1,2.8,3.2,3.3,4.4,0
Résumer les insights,Moyen,Management,Intermédiaire,21.6,1,11.4,3,3.8,4.2,4.5,3.5,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,26.7,1,9.1,2,3.1,3.6,3.4,3.6,0
Analyser les données rapidement,Faible,Exploratoire,Intermédiaire,41.9,1,21.6,1,3.9,4.0,5.0,3.8,1
Poser des questions en langage naturel,Moyen,Exploratoire,Intermédiaire,33.6,1,24.5,1,4.1,4.9,3.6,3.9,1
Générer du DAX,Moyen,Exploratoire,Intermédiaire,65.8,0,65.8,1,2.7,2.6,4.0,3.3,0
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,45.1,1,31.9,2,4.0,5.0,3.7,3.4,1
Poser des questions en langage naturel,Moyen,Opérationnel,Expert,32.9,1,30.3,2,4.7,4.0,3.8,4.9,0
Poser des questions en langage naturel,Faible,Opérationnel,Débutant,29.1,1,20.2,1,4.2,3.9,3.6,4.0,1
Résumer les insights,Élevé,Exploratoire,Intermédiaire,39.6,0,39.6,1,4.2,3.4,3.0,3.2,0
Poser des questions en langage naturel,Élevé,Opérationnel,Expert,39.0,1,32.4,1,4.1,4.6,3.9,3.5,1
Générer du DAX,Moyen,Opérationnel,Débutant,23.3,1,7.4,1,4.4,4.0,2.7,2.8,0
Poser des questions en langage naturel,Moyen,Exploratoire,Débutant,29.3,1,15.6,1,3.2,4.9,4.2,4.0,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,35.1,1,19.9,1,4.0,3.8,4.6,3.7,1
Analyser les données rapidement,Moyen,Exploratoire,Intermédiaire,43.1,1,21.9,3,3.8,3.7,4.1,3.9,1
Générer du DAX,Élevé,Exploratoire,Expert,60.5,1,40.7,3,3.0,4.0,3.6,2.6,0
Analyser les données rapidement,Moyen,Management,Expert,38.0,1,27.3,3,4.1,3.7,3.3,4.2,1
Générer du DAX,Moyen,Exploratoire,Expert,49.3,1,30.6,4,2.5,4.1,1.9,2.6,0
Créer des rapports automatiquement,Élevé,Management,Intermédiaire,41.7,1,30.1,1,3.7,4.5,4.4,3.1,1
Générer du DAX,Élevé,Opérationnel,Expert,84.4,0,84.4,2,4.2,4.3,3.8,4.6,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,53.4,1,17.8,2,2.0,2.9,4.4,3.0,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,34.2,1,17.1,1,3.6,4.6,3.8,4.5,1
Générer du DAX,Faible,Management,Débutant,46.9,1,8.8,4,3.7,2.8,3.5,3.4,0
Poser des questions en langage naturel,Faible,Exploratoire,Débutant,19.4,1,7.4,3,3.9,5.0,4.8,4.9,1
Générer du DAX,Élevé,Opérationnel,Débutant,100.0,1,19.5,4,3.2,3.5,2.2,3.3,0
Analyser les données rapidement,Moyen,Management,Débutant,32.7,1,14.0,1,4.5,3.7,3.9,3.8,1
Analyser les données rapidement,Faible,Opérationnel,Intermédiaire,38.5,1,21.3,2,4.2,4.1,3.6,4.4,1
Résumer les insights,Moyen,Management,Débutant,18.9,0,18.9,1,3.6,3.2,3.1,3.9,0
Analyser les données rapidement,Élevé,Opérationnel,Débutant,46.5,1,18.5,4,3.1,4.0,3.5,3.4,0
Analyser les données rapidement,Moyen,Exploratoire,Expert,45.6,1,36.2,1,4.0,4.2,3.4,4.1,1
Générer du DAX,Moyen,Opérationnel,Expert,35.1,1,30.2,3,2.7,3.8,1.8,3.2,0
Poser des questions en langage naturel,Élevé,Management,Expert,47.5,1,38.4,1,3.3,4.5,4.6,4.0,1
Analyser les données rapidement,Élevé,Management,Expert,51.8,1,40.8,3,4.8,4.2,4.1,5.0,1
Analyser les données rapidement,Faible,Exploratoire,Débutant,38.5,1,15.3,2,3.8,3.4,3.9,4.7,1
Poser des questions en langage naturel,Faible,Exploratoire,Intermédiaire,29.0,0,29.0,1,2.8,3.9,1.3,2.9,0
Analyser les données rapidement,Élevé,Opérationnel,Débutant,59.9,1,22.7,1,3.7,4.7,3.3,3.6,1
Créer des rapports automatiquement,Élevé,Exploratoire,Intermédiaire,46.3,0,46.3,1,3.1,3.2,3.5,3.6,0
Analyser les données rapidement,Moyen,Management,Intermédiaire,23.3,1,8.9,3,4.5,3.9,2.9,3.2,1
Résumer les insights,Moyen,Opérationnel,Expert,28.6,0,28.6,1,4.4,3.8,3.0,3.3,0
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,30.9,1,22.6,1,3.4,4.7,3.2,4.7,1
Générer du DAX,Moyen,Management,Expert,60.2,1,39.2,6,2.7,3.6,3.0,3.2,0
Générer du DAX,Élevé,Management,Intermédiaire,99.8,1,35.0,4,3.4,3.4,4.5,4.2,0
Analyser les données rapidement,Moyen,Exploratoire,Débutant,46.4,1,14.8,3,4.1,4.0,3.0,4.9,1
Créer des rapports automatiquement,Faible,Management,Intermédiaire,24.2,0,24.2,3,3.0,3.5,2.7,3.3,0
Générer du DAX,Moyen,Management,Intermédiaire,63.4,0,63.4,1,4.4,3.8,3.8,2.8,0
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,33.1,0,33.1,1,4.0,4.1,3.4,3.8,0
Créer des rapports automatiquement,Moyen,Exploratoire,Intermédiaire,50.3,1,37.2,1,4.5,4.1,4.5,3.8,1
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,27.4,1,21.6,1,3.5,4.4,3.9,4.5,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,45.3,0,45.3,2,3.5,3.4,3.1,3.0,0
Analyser les données rapidement,Élevé,Exploratoire,Débutant,65.6,1,22.3,1,3.4,3.9,4.5,3.5,1
Générer du DAX,Moyen,Management,Intermédiaire,44.0,1,16.5,2,2.7,3.0,4.0,2.7,0
Générer du DAX,Moyen,Opérationnel,Expert,54.3,1,38.0,3,2.8,3.8,3.7,3.3,0
Créer des rapports automatiquement,Moyen,Exploratoire,Débutant,22.3,0,22.3,1,3.3,4.3,3.3,3.7,0
Créer des rapports automatiquement,Élevé,Opérationnel,Débutant,46.8,0,46.8,2,3.7,3.3,2.3,3.7,0
Résumer les insights,Moyen,Management,Débutant,22.4,1,11.9,1,5.0,3.6,3.3,4.0,1
Poser des questions en langage naturel,Faible,Exploratoire,Débutant,30.2,0,30.2,1,2.7,3.8,3.1,3.2,0
Analyser les données rapidement,Élevé,Opérationnel,Expert,61.5,1,45.3,1,4.2,4.1,5.0,4.2,1
Créer des rapports automatiquement,Moyen,Management,Débutant,39.8,1,25.9,3,3.8,3.9,3.2,4.4,1
Analyser les données rapidement,Faible,Opérationnel,Débutant,36.2,1,15.8,1,4.2,4.4,4.7,4.3,1
Créer des rapports automatiquement,Moyen,Opérationnel,Expert,36.9,1,32.4,2,4.2,3.6,5.0,4.4,1
Générer du DAX,Faible,Management,Expert,33.0,1,19.6,3,4.1,2.9,2.3,2.9,0
Analyser les données rapidement,Faible,Opérationnel,Débutant,34.9,1,12.6,1,3.4,3.4,4.7,3.8,1
Poser des questions en langage naturel,Faible,Opérationnel,Intermédiaire,25.7,1,17.3,1,3.9,3.5,5.0,3.4,1
Analyser les données rapidement,Faible,Management,Intermédiaire,32.2,1,15.1,1,4.0,5.0,4.3,4.3,1
Analyser les données rapidement,Élevé,Opérationnel,Intermédiaire,63.8,0,63.8,2,3.8,3.3,3.9,2.6,0
Créer des rapports automatiquement,Moyen,Opérationnel,Intermédiaire,25.7,1,21.3,2,4.5,4.0,3.7,3.8,1
Poser des questions en langage naturel,Moyen,Exploratoire,Expert,30.4,0,30.4,1,3.9,3.4,4.7,3.8,0
Générer du DAX,Élevé,Management,Intermédiaire,81.5,1,27.8,3,4.1,3.0,3.3,3.5,0
Générer du DAX,Faible,Opérationnel,Intermédiaire,59.3,1,21.1,4,3.2,3.4,3.1,3.7,0
Analyser les données rapidement,Faible,Exploratoire,Intermédiaire,28.1,0,28.1,1,2.8,4.3,4.3,3.3,0
Générer du DAX,Moyen,Opérationnel,Intermédiaire,63.9,1,23.3,5,3.2,2.6,3.0,2.4,0
Poser des questions en langage naturel,Élevé,Opérationnel,Intermédiaire,34.2,1,24.8,1,4.1,3.4,4.4,4.6,1
Analyser les données rapidement,Moyen,Opérationnel,Intermédiaire,32.8,1,14.3,1,3.9,4.8,4.1,4.1,1
Générer du DAX,Moyen,Opérationnel,Intermédiaire,50.4,1,17.7,3,2.8,2.8,3.6,2.5,0
Poser des questions en langage naturel,Moyen,Opérationnel,Intermédiaire,40.7,1,26.0,1,4.3,3.0,3.7,4.6,1
Générer du DAX,Faible,Management,Débutant,28.3,1,5.5,3,3.5,3.5,2.5,3.2,0
Générer du DAX,Moyen,Opérationnel,Débutant,66.7,1,14.9,5,3.1,2.6,3.6,3.8,0
Générer du DAX,Moyen,Exploratoire,Intermédiaire,38.4,0,38.4,1,4.0,3.0,3.4,3.8,0
Analyser les données rapidement,Moyen,Opérationnel,Débutant,43.8,1,14.3,1,3.8,4.4,2.8,4.1,1
Générer du DAX,Moyen,Opérationnel,Expert,56.8,0,56.8,2,4.4,3.4,3.1,3.5,0
Poser des questions en langage naturel,Faible,Exploratoire,Débutant,11.1,1,7.6,2,3.8,4.0,3.7,3.5,1
Poser des questions en langage naturel,Moyen,Opérationnel,Débutant,22.5,1,14.6,1,3.4,3.7,3.5,3.8,1
